Nationality,Which SAP Specialisation would you like to apply for?,Do you have a computer to do this course?,How do you connect to the internet?,Which country do you currently live in?,Aptitude test performance,Gender,Highest Education ACN,Current career role,Nearest Metropolitan area,How close do you live to this city/town?,Disability,Age,Have you created a profile on the Yoma platform?
Nigerian,Technology Consultant Associate,I share a computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Data Entry/ Data Analysis,"Lagos, Nigeria ",I live in this town/city,No,30,Yes
Kenyan,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Female,University Undergraduate,,Nairobi,I live 5-10km away from this town/city,No,21,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,Kano,I live in this town/city,No,36,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Female,Bachelor's Degree,,Kwale,I live in this town/city,No,25,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Class teacher,Oyo,I live in this town/city,No,30,Yes
South African,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Adequate,Female,High School,Sales associate,Cape town,I live 5-10km away from this town/city,No,23,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Male,Bachelor's Degree,INTERNAL AUDITOR,Port-Harcourt,I live in this town/city,No,35,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Owerri,I live in this town/city,No,29,Yes
Kenyan,Technology Consultant Associate,I share a computer,I have very limited mobile data.,Kenya,Strong,Male,Bachelor's Degree,Electronic engineering technician,Bungoma,I live more than 10km away from this town or city,No,30,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Damaturu,I live in this town/city,No,35,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Makurdi,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Owerri,I live in this town/city,No,33,Yes
South African,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Passable,Female,Tertiary Diploma,,East London,I live more than 10km away from this town or city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Marketer,Kano,I live in this town/city,No,28,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Ogba,I live in this town/city,No,28,Yes
Nigerian,End User Support Associate,I have my own computer,I have very limited mobile data.,Nigeria,Adequate,Male,Bachelor's Degree,Class teacher,Bauchi,I live more than 10km away from this town or city,I prefer not to say,29,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Female,Bachelor's Degree,,Nairobi,I live in this town/city,No,19,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Teacher,Ilorin,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Lafia,I live more than 10km away from this town or city,No,28,Yes
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Other,Customer Experience Intern,"Ogba, Lagos.",I live in this town/city,No,25,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Very Strong,I prefer not to say,Tertiary Diploma,Maintenance Technician,Port-Harcourt,I live within 5km of this town/city,No,26,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Teaching,Mushin,I live in this town/city,No,28,Yes
Nigerian,End User Support Associate,I share a computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Postgraduate Diploma,,"Ayobo, lagos",I live in this town/city,Yes,33,Yes
Nigerian,End User Support Associate,I only have a smart phone,I have very limited mobile data.,Nigeria,Passable,Female,Bachelor's Degree,,Ibadan,I live in this town/city,No,36,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,High School,,Lagos,I live in this town/city,No,0,Yes
Nigerian,Developer Associate,I share a computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,University Undergraduate,,Owerri,I live within 5km of this town/city,No,24,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,Fraud Analyst/E-Transaction Monitoring,Lagos,I live in this town/city,No,26,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Adequate,Male,Bachelor's Degree,,Akure,I live in this town/city,No,28,No
Nigerian,End User Support Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Postgraduate Degree (e.g. Masters),English language teacher,Ibadan,I live in this town/city,No,30,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,University Undergraduate,,Enugu,I live in this town/city,No,36,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,,Uyo,I live in this town/city,No,29,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Lagos,I live in this town/city,Yes,26,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,"Adequate, Adequate",Male,Bachelor's Degree,,Yola,I live in this town/city,No,25,Yes
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,Data Analyst,Yola,I live in this town/city,No,34,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Advanced Diploma / Post-graduate Certificate (NQF 7),Virtual Assistant,Onitsha/Anambra State,I live 5-10km away from this town/city,No,32,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Distribution clerk,Ikorodu,I live in this town/city,No,25,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Calabar,I live in this town/city,No,32,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,"Adequate, Passable",Male,Bachelor's Degree,,Wukari,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,"I don't have access to a computer, but can arrange to get/use one.","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Ikeja,I live in this town/city,No,30,Yes
Nigerian,Developer Associate,I have my own computer but it is faulty,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Banker,Lagos,I live in this town/city,No,28,No
South African,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Adequate,Female,Bachelor's Degree,,Pretoria,I live in this town/city,No,35,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,Bachelor's Degree,Inventory Officer,Lagos,I live in this town/city,No,26,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Uyo,I live in this town/city,No,32,Yes
Nigerian,Developer Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Delivery officer,Aba,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,OWERRI/IMO,I live in this town/city,No,37,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Advanced Diploma / Post-graduate Certificate (NQF 7),,Abuja,I live in this town/city,No,40,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Benin City,I live in this town/city,No,35,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Tertiary Diploma,Data Analysis,Lagos,I live in this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,"Strong, Passable",Female,Bachelor's Degree,,Osogbo,I live in this town/city,No,24,Yes
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,,OWERRI,I live in this town/city,No,33,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,36,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Abuja,I live within 5km of this town/city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Admin Officer,Somolu,I live in this town/city,No,33,Yes
South African,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",South African,Passable,Male,Tertiary Diploma,,Durban,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Strong,Male,Bachelor's Degree,Production Manager,Uyo,I live in this town/city,No,40,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Honour's Degree / Post-Graduate Diploma (NQF 8),,Kaduna,I live more than 10km away from this town or city,No,33,No
South African,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Adequate,Female,High School,,cape town,I live more than 10km away from this town or city,No,33,Yes
Kenyan,Technology Consultant Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Female,Tertiary Diploma,,Nairobi,I live 5-10km away from this town/city,No,22,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Female,Bachelor's Degree,Software Developer,Nairobi,I live in this town/city,No,24,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Postgraduate Degree (e.g. Masters),Tech Trainer,Abuja,I live in this town/city,No,36,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Webuye,I live more than 10km away from this town or city,No,25,Yes
